match_id,team,avg_passes_per_pos,pct_long_passes,padj_box_entries,pct_shots_set_piece,avg_def_height,ppda,pct_counterpress
265894,Barcelona,3.03,15.75,2.18,72.73,55.94,2.49,36.36
265958,Barcelona,3.77,10.24,3.84,57.14,59.76,2.24,33.33
265958,Espanyol,1.82,17.21,2.6,100.0,43.3,4.07,23.04
267611,Barcelona,4.06,12.92,3.8,62.5,55.7,1.98,27.54
267611,Las Palmas,1.98,19.53,2.62,40.0,55.18,4.12,24.88
267422,Barcelona,4.08,10.9,5.45,65.22,57.85,2.4,25.58
267422,Málaga,1.46,25.48,4.25,25.0,41.62,4.42,20.85
266236,Athletic Club,2.17,18.98,5.38,50.0,59.43,2.3,14.17
266236,Barcelona,4.75,15.76,2.72,70.0,53.8,3.42,35.77
267274,Valencia,1.93,17.85,2.46,10.0,48.34,3.57,20.41
267274,Barcelona,4.92,6.86,3.17,37.5,60.87,2.02,35.33
266961,Barcelona,4.43,9.22,6.19,68.42,58.83,1.66,26.6
266961,RC Deportivo La Coruña,2.02,21.16,3.48,41.67,40.05,3.44,17.71
266885,Barcelona,3.44,12.96,2.98,25.0,49.44,4.15,33.11
266885,Real Sociedad,2.58,11.31,4.43,40.0,58.75,2.59,17.05
266815,Sporting Gijón,1.54,24.36,3.42,33.33,47.14,3.63,13.5
266815,Barcelona,5.59,8.89,4.07,47.06,61.27,2.05,45.08
267506,Granada,2.08,21.2,4.43,57.14,49.09,4.67,21.35
267506,Barcelona,4.02,14.62,4.03,50.0,53.52,2.42,29.51
266664,Real Sociedad,1.56,23.9,3.31,40.0,51.98,3.06,23.79
266664,Barcelona,4.37,11.02,4.82,76.92,53.61,1.73,25.13
266106,Villarreal,2.23,13.01,2.89,33.33,56.01,3.77,23.21
266106,Barcelona,4.73,10.85,2.92,60.0,52.18,3.1,29.93
266670,Espanyol,1.56,21.05,4.89,75.0,49.79,2.96,17.45
266670,Barcelona,3.94,10.26,4.04,90.0,53.32,1.37,26.32
266149,Barcelona,6.35,12.9,4.65,30.0,60.32,2.19,31.06
266149,Athletic Club,1.83,27.87,5.33,33.33,46.28,5.19,15.23
266620,Barcelona,3.78,9.55,4.05,52.94,56.26,1.66,25.7
266620,Granada,1.84,18.72,1.68,50.0,51.36,2.54,14.66
266056,Eibar,2.01,18.98,4.28,57.14,60.6,3.08,16.9
266056,Barcelona,4.44,10.35,3.1,60.0,48.34,3.51,31.65
267327,Barcelona,3.99,8.69,4.1,68.75,53.96,2.41,39.2
267327,Real Betis,2.29,16.3,3.87,53.85,52.08,3.44,14.29
266166,Atlético Madrid,2.15,11.61,3.4,18.18,52.13,3.11,18.24
266166,Barcelona,4.58,12.58,3.31,85.71,54.45,2.28,34.29
266160,Levante UD,1.85,22.9,4.84,50.0,51.69,2.75,19.13
266160,Barcelona,3.83,12.31,4.26,72.73,46.22,2.0,29.36
265839,Barcelona,4.34,7.08,4.72,66.67,57.93,2.1,29.35
265839,Sevilla,1.99,15.04,3.24,58.33,47.37,4.22,17.03
266424,Real Madrid,2.69,14.81,3.09,53.85,58.02,3.63,29.0
266424,Barcelona,3.73,10.28,3.43,38.89,53.36,3.43,27.44
266467,Celta Vigo,2.39,17.87,3.38,31.58,50.36,2.66,25.0
266467,Barcelona,3.02,10.44,4.84,55.56,58.62,2.41,28.5
267273,Las Palmas,3.27,11.15,4.91,43.75,52.87,3.6,19.62
267273,Barcelona,3.48,10.02,4.27,50.0,55.94,2.18,25.1
266490,Barcelona,4.02,14.33,4.21,40.0,67.27,2.15,34.16
266490,Levante UD,1.77,18.29,2.13,45.45,42.7,3.58,20.94
266254,Barcelona,3.57,12.26,3.45,50.0,61.41,1.47,36.06
266254,Celta Vigo,2.06,14.93,2.39,40.0,48.53,2.97,21.19
266557,Barcelona,4.37,11.08,4.96,77.27,60.72,1.67,31.86
266557,Valencia,1.73,24.33,2.67,57.14,43.39,4.11,17.27
